orden,excel_row,tipo,cava,area,balda,linea,sublinea,es_checklist,entrada_sin_checkbox,vino_sin_cantidad,cantidad,cantidad_raw,nota_post_cantidad,texto_excel,item_id,item_part,item_total_parts,item_entrada_completa,item_vino_sin_cantidad_completo,item_cantidad,item_cantidad_raw,item_nota_post_cantidad
791,906,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA IZQUIERDA:,BALDA 5,Línea 5,,True,Cos D’ Estournel  Saint -Estephe 2021 x1,Cos D’ Estournel  Saint -Estephe 2021,1,x1,,- [ ] Cos D’ Estournel  Saint -Estephe 2021 x1,I0545,1,1,Cos D’ Estournel  Saint -Estephe 2021 x1,Cos D’ Estournel  Saint -Estephe 2021,1,x1,
792,907,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA IZQUIERDA:,BALDA 5,Línea 5,,True,Chateau Cheval Blanc 2011 St. Emilion 1er Grand Cru Classe A x1,Chateau Cheval Blanc 2011 St. Emilion 1er Grand Cru Classe A,1,x1,,- [ ] Chateau Cheval Blanc 2011 St. Emilion 1er Grand Cru Classe A x1 ,I0546,1,1,Chateau Cheval Blanc 2011 St. Emilion 1er Grand Cru Classe A x1,Chateau Cheval Blanc 2011 St. Emilion 1er Grand Cru Classe A,1,x1,
793,908,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA IZQUIERDA:,BALDA 5,Línea 5,,True,Chateau Cheval Blanc 2021 St. Emilion 1er Grand Cru Classe A x1,Chateau Cheval Blanc 2021 St. Emilion 1er Grand Cru Classe A,1,x1,,- [ ] Chateau Cheval Blanc 2021 St. Emilion 1er Grand Cru Classe A x1 ,I0547,1,1,Chateau Cheval Blanc 2021 St. Emilion 1er Grand Cru Classe A x1,Chateau Cheval Blanc 2021 St. Emilion 1er Grand Cru Classe A,1,x1,
794,909,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA IZQUIERDA:,BALDA 5,Línea 5,,True,Chateau Lafite Rothschild 2021 Pauillac x1,Chateau Lafite Rothschild 2021 Pauillac,1,x1,,- [ ] Chateau Lafite Rothschild 2021 Pauillac x1,I0548,1,1,Chateau Lafite Rothschild 2021 Pauillac x1,Chateau Lafite Rothschild 2021 Pauillac,1,x1,
795,912,AREA,Cava Exhibición Tintos salón:,PUERTA DERECHA,,,,,,,,,,PUERTA DERECHA,,,,,,,,
796,913,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,,,,,,,,,BALDA 1,,,,,,,,
797,914,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 1,,,,,,,,Línea 1,,,,,,,,
798,915,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 1,,True,Le Pin Pomerol 2018 x1,Le Pin Pomerol 2018,1,x1,,- [ ] Le Pin Pomerol 2018 x1,I0549,1,1,Le Pin Pomerol 2018 x1,Le Pin Pomerol 2018,1,x1,
799,916,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 2,,,,,,,,Línea 2 ,,,,,,,,
800,917,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 2,,True,Le Pin Pomerol 2019 x1,Le Pin Pomerol 2019,1,x1,,- [ ] Le Pin Pomerol 2019 x1,I0550,1,1,Le Pin Pomerol 2019 x1,Le Pin Pomerol 2019,1,x1,
801,918,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 3,,,,,,,,Línea 3,,,,,,,,
802,919,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 3,,True,Le Pin Pomerol 2021 x1,Le Pin Pomerol 2021,1,x1,,- [ ] Le Pin Pomerol 2021 x1,I0551,1,1,Le Pin Pomerol 2021 x1,Le Pin Pomerol 2021,1,x1,
803,920,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 4,,,,,,,,Línea 4 ,,,,,,,,
804,921,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 4,,True,"Marqués de Murrieta, Castillo de Ygay 2018 x1","Marqués de Murrieta, Castillo de Ygay 2018",1,x1,,"- [ ] Marqués de Murrieta, Castillo de Ygay 2018 x1",I0552,1,1,"Marqués de Murrieta, Castillo de Ygay 2018 x1","Marqués de Murrieta, Castillo de Ygay 2018",1,x1,
805,922,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 5,,,,,,,,Línea 5,,,,,,,,
806,923,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 1,Línea 5,,True,"Marqués de Murrieta, Castillo de Ygay 2018 x1","Marqués de Murrieta, Castillo de Ygay 2018",1,x1,,"- [ ] Marqués de Murrieta, Castillo de Ygay 2018 x1",I0553,1,1,"Marqués de Murrieta, Castillo de Ygay 2018 x1","Marqués de Murrieta, Castillo de Ygay 2018",1,x1,
807,924,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,,,,,,,,,BALDA 2,,,,,,,,
808,925,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 1,,,,,,,,Línea 1,,,,,,,,
809,926,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 1,,True,María Alonso del Yerro 2021 x1,María Alonso del Yerro 2021,1,x1,,- [ ] María Alonso del Yerro 2021 x1 ,I0554,1,1,María Alonso del Yerro 2021 x1,María Alonso del Yerro 2021,1,x1,
810,927,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 2,,,,,,,,Línea 2,,,,,,,,
811,928,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 2,,True,Rioja Alta Gran Reserva 890 x1,Rioja Alta Gran Reserva 890,1,x1,,- [ ] Rioja Alta Gran Reserva 890 x1,I0555,1,1,Rioja Alta Gran Reserva 890 x1,Rioja Alta Gran Reserva 890,1,x1,
812,929,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 3,,,,,,,,Línea 3,,,,,,,,
813,930,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 3,,True,Mauro VS 2022 x1,Mauro VS 2022,1,x1,,- [ ] Mauro VS 2022 x1 ,I0556,1,1,Mauro VS 2022 x1,Mauro VS 2022,1,x1,
814,931,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 4,,,,,,,,Línea 4,,,,,,,,
815,932,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 4,,True,Grevey - Chambertin 2022 Regnard x1,Grevey - Chambertin 2022 Regnard,1,x1,,- [ ] Grevey - Chambertin 2022 Regnard x1,I0557,1,1,Grevey - Chambertin 2022 Regnard x1,Grevey - Chambertin 2022 Regnard,1,x1,
816,933,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 5,,,,,,,,Línea 5,,,,,,,,
817,934,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 2,Línea 5,,True,Chateau Ausone 2021 Saint Emilion x1,Chateau Ausone 2021 Saint Emilion,1,x1,,- [ ]  Chateau Ausone 2021 Saint Emilion x1,I0558,1,1,Chateau Ausone 2021 Saint Emilion x1,Chateau Ausone 2021 Saint Emilion,1,x1,
818,935,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,,,,,,,,,BALDA 3 ,,,,,,,,
819,936,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
820,937,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 1,,True,Clos de la Roche Grand Cru 2023 Domaine Ponsot,Clos de la Roche Grand Cru 2023 Domaine Ponsot,,,,- [ ] Clos de la Roche Grand Cru 2023 Domaine Ponsot ,I0559,1,1,Clos de la Roche Grand Cru 2023 Domaine Ponsot,Clos de la Roche Grand Cru 2023 Domaine Ponsot,,,
821,938,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 2,,,,,,,,Línea 2,,,,,,,,
822,939,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 2,,True,Echezaux Grand Cru 2022 Domaine Jean Grivot x1,Echezaux Grand Cru 2022 Domaine Jean Grivot,1,x1,,- [ ] Echezaux Grand Cru 2022 Domaine Jean Grivot x1 ,I0560,1,1,Echezaux Grand Cru 2022 Domaine Jean Grivot x1,Echezaux Grand Cru 2022 Domaine Jean Grivot,1,x1,
823,940,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 3,,,,,,,,Línea 3 ,,,,,,,,
824,941,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 3,,True,Domaine des Pedrix 2022 Nuits Saint Georges x1,Domaine des Pedrix 2022 Nuits Saint Georges,1,x1,,- [ ] Domaine des Pedrix 2022 Nuits Saint Georges x1,I0561,1,1,Domaine des Pedrix 2022 Nuits Saint Georges x1,Domaine des Pedrix 2022 Nuits Saint Georges,1,x1,
825,942,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 4,,,,,,,,Línea 4 ,,,,,,,,
826,943,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 4,,True,Chateau Lafite Rothschild  1982 Pauillac x1,Chateau Lafite Rothschild  1982 Pauillac,1,x1,,- [ ] Chateau Lafite Rothschild  1982 Pauillac x1,I0562,1,1,Chateau Lafite Rothschild  1982 Pauillac x1,Chateau Lafite Rothschild  1982 Pauillac,1,x1,
827,944,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 5,,,,,,,,Línea 5,,,,,,,,
828,945,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 3,Línea 5,,True,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot x1,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot,1,x1,,- [ ] 2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot x1,I0563,1,1,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot x1,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot,1,x1,
829,947,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 4,,,,,,,,,BALDA 4 ,,,,,,,,
830,948,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 4,Línea 1,,,,,,,,Línea 1,,,,,,,,
831,949,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 4,Línea 1,,True,"1er Grand Cru Classe  Chateuu Pavie,Saint-Emilion  2003 x1","1er Grand Cru Classe  Chateuu Pavie,Saint-Emilion  2003",1,x1,,"- [ ] 1er Grand Cru Classe  Chateuu Pavie,Saint-Emilion  2003 x1",I0564,1,1,"1er Grand Cru Classe  Chateuu Pavie,Saint-Emilion  2003 x1","1er Grand Cru Classe  Chateuu Pavie,Saint-Emilion  2003",1,x1,
832,950,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 4,Línea 1,,True,Vega Sicilia ÚNICO 2015 x1,Vega Sicilia ÚNICO 2015,1,x1,,- [ ] Vega Sicilia ÚNICO 2015 x1 ,I0565,1,1,Vega Sicilia ÚNICO 2015 x1,Vega Sicilia ÚNICO 2015,1,x1,
833,953,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,,,,,,,,,BALDA 5 ,,,,,,,,
834,954,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
835,955,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 1,,True,Chambertin Grand Cru 2017  x1,Chambertin Grand Cru 2017,1,x1,,- [ ] Chambertin Grand Cru 2017  x1,I0566,1,1,Chambertin Grand Cru 2017  x1,Chambertin Grand Cru 2017,1,x1,
836,956,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 1,,True,"Chambers- Chambert  Grand Cru,Domain Dujac 2022 x1","Chambers- Chambert  Grand Cru,Domain Dujac 2022",1,x1,,"- [ ] Chambers- Chambert  Grand Cru,Domain Dujac 2022 x1",I0567,1,1,"Chambers- Chambert  Grand Cru,Domain Dujac 2022 x1","Chambers- Chambert  Grand Cru,Domain Dujac 2022",1,x1,
837,957,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 1,,True,Grevey- Chambertin 2008 x1,Grevey- Chambertin 2008,1,x1,,- [ ] Grevey- Chambertin 2008 x1,I0568,1,1,Grevey- Chambertin 2008 x1,Grevey- Chambertin 2008,1,x1,
838,959,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 2,,,,,,,,Línea 2,,,,,,,,
839,960,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 2,,True,"Leroy, Savigny-les-Beaune 2018 x1","Leroy, Savigny-les-Beaune 2018",1,x1,,"- [ ] Leroy, Savigny-les-Beaune 2018 x1",I0569,1,1,"Leroy, Savigny-les-Beaune 2018 x1","Leroy, Savigny-les-Beaune 2018",1,x1,
840,961,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 2,,True,"Chateu Montrose , Saint Estephe 2016 x1","Chateu Montrose , Saint Estephe 2016",1,x1,,"- [ ] Chateu Montrose , Saint Estephe 2016 x1",I0570,1,1,"Chateu Montrose , Saint Estephe 2016 x1","Chateu Montrose , Saint Estephe 2016",1,x1,
841,962,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 2,,True,"Meo-Camuzet, Hemisphere Nord 2022 Bourgogne x1","Meo-Camuzet, Hemisphere Nord 2022 Bourgogne",1,x1,,"- [ ] Meo-Camuzet, Hemisphere Nord 2022 Bourgogne x1",I0571,1,1,"Meo-Camuzet, Hemisphere Nord 2022 Bourgogne x1","Meo-Camuzet, Hemisphere Nord 2022 Bourgogne",1,x1,
842,963,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 3,,,,,,,,Línea 3,,,,,,,,
843,964,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 3,,True,"Maison Leroy, Chambolle-Musigny 2017 x1","Maison Leroy, Chambolle-Musigny 2017",1,x1,,"- [ ] Maison Leroy, Chambolle-Musigny 2017 x1",I0572,1,1,"Maison Leroy, Chambolle-Musigny 2017 x1","Maison Leroy, Chambolle-Musigny 2017",1,x1,
844,965,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 3,,True,Leroy Bourgogne 2018 x1,Leroy Bourgogne 2018,1,x1,,- [ ] Leroy Bourgogne 2018 x1,I0573,1,1,Leroy Bourgogne 2018 x1,Leroy Bourgogne 2018,1,x1,
845,966,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 3,,True,Chambertin-Clos de Beze Grand Cru 2014x1,Chambertin-Clos de Beze Grand Cru 2014,1,x1,,- [ ] Chambertin-Clos de Beze Grand Cru 2014x1,I0574,1,1,Chambertin-Clos de Beze Grand Cru 2014x1,Chambertin-Clos de Beze Grand Cru 2014,1,x1,
846,967,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 3,,True,Domaine de L’ Arlot Nuits Saints Georges Premier Cru 2022 x1,Domaine de L’ Arlot Nuits Saints Georges Premier Cru 2022,1,x1,,- [ ] Domaine de L’ Arlot Nuits Saints Georges Premier Cru 2022 x1,I0575,1,1,Domaine de L’ Arlot Nuits Saints Georges Premier Cru 2022 x1,Domaine de L’ Arlot Nuits Saints Georges Premier Cru 2022,1,x1,
847,968,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Linea 4,,,,,,,,Linea 4,,,,,,,,
848,969,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Linea 4,,True,"Más Doix 1903, Coma de Cases Vinya Classificada Poboleda, Priorat 2022 x2","Más Doix 1903, Coma de Cases Vinya Classificada Poboleda, Priorat 2022",2,x2,,"- [ ] Más Doix 1903, Coma de Cases Vinya Classificada Poboleda, Priorat 2022 x2",I0576,1,1,"Más Doix 1903, Coma de Cases Vinya Classificada Poboleda, Priorat 2022 x2","Más Doix 1903, Coma de Cases Vinya Classificada Poboleda, Priorat 2022",2,x2,
849,970,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Linea 4,,True,"Nuits-Saints-Georges , Les Fleurieres 2023","Nuits-Saints-Georges , Les Fleurieres 2023",,,,"- [ ] Nuits-Saints-Georges , Les Fleurieres 2023 ",I0577,1,1,"Nuits-Saints-Georges , Les Fleurieres 2023","Nuits-Saints-Georges , Les Fleurieres 2023",,,
850,971,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 5,,,,,,,,Línea 5,,,,,,,,
851,972,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 5,,True,"Grand Vin De Bourgogne 2022 Echezeaux Grand Cru “DU DESSUS”, Domaine Michel NOELLAT x1","Grand Vin De Bourgogne 2022 Echezeaux Grand Cru “DU DESSUS”, Domaine Michel NOELLAT",1,x1,,"- [ ] Grand Vin De Bourgogne 2022 Echezeaux Grand Cru “DU DESSUS”, Domaine Michel NOELLAT x1",I0578,1,1,"Grand Vin De Bourgogne 2022 Echezeaux Grand Cru “DU DESSUS”, Domaine Michel NOELLAT x1","Grand Vin De Bourgogne 2022 Echezeaux Grand Cru “DU DESSUS”, Domaine Michel NOELLAT",1,x1,
852,973,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 5,,True,Vosne-Romanee 1er Cru “Aux Brulees” 2022 Domaine,Vosne-Romanee 1er Cru “Aux Brulees” 2022 Domaine,,,,- [ ] Vosne-Romanee 1er Cru “Aux Brulees” 2022 Domaine ,I0579,1,1,Vosne-Romanee 1er Cru “Aux Brulees” 2022 Domaine,Vosne-Romanee 1er Cru “Aux Brulees” 2022 Domaine,,,
853,974,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 5,Línea 5,,True,Valpolicella Superiore 2018  2016 “ Dal Forno Romano” x1,Valpolicella Superiore 2018  2016 “ Dal Forno Romano”,1,x1,,- [ ] Valpolicella Superiore 2018  2016 “ Dal Forno Romano” x1 ,I0580,1,1,Valpolicella Superiore 2018  2016 “ Dal Forno Romano” x1,Valpolicella Superiore 2018  2016 “ Dal Forno Romano”,1,x1,
854,976,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,,,,,,,,,BALDA 6,,,,,,,,
855,977,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 1,,,,,,,,Línea 1,,,,,,,,
856,978,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 1,,True,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot x1,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot,1,x1,,- [ ] 2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot x1,I0581,1,1,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot x1,2022 Domaine Meo- Camuzet Grand Cru Clos de Veugeot,1,x1,
857,979,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 2,,,,,,,,Línea 2,,,,,,,,
858,980,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 2,,True,Domaine Trapet Peret-Fils La Trieceres Chambertin 2022 Grand Cru x1,Domaine Trapet Peret-Fils La Trieceres Chambertin 2022 Grand Cru,1,x1,,- [ ] Domaine Trapet Peret-Fils La Trieceres Chambertin 2022 Grand Cru x1,I0582,1,1,Domaine Trapet Peret-Fils La Trieceres Chambertin 2022 Grand Cru x1,Domaine Trapet Peret-Fils La Trieceres Chambertin 2022 Grand Cru,1,x1,
859,981,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 3,,,,,,,,Línea 3,,,,,,,,
860,982,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 3,,True,Domaine Bart Bonnes Mares 2023 Grand Cru x1,Domaine Bart Bonnes Mares 2023 Grand Cru,1,x1,,- [ ] Domaine Bart Bonnes Mares 2023 Grand Cru x1,I0583,1,1,Domaine Bart Bonnes Mares 2023 Grand Cru x1,Domaine Bart Bonnes Mares 2023 Grand Cru,1,x1,
861,983,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 4,,,,,,,,Línea 4,,,,,,,,
862,984,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 4,,True,Chambertin Grand Cru 2020 x1,Chambertin Grand Cru 2020,1,x1,,- [ ] Chambertin Grand Cru 2020 x1,I0584,1,1,Chambertin Grand Cru 2020 x1,Chambertin Grand Cru 2020,1,x1,
863,985,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
864,986,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 6,Línea 5,,True,Chambers -Chambertin Grand Cru 2023 Philipe Pacalet x1,Chambers -Chambertin Grand Cru 2023 Philipe Pacalet,1,x1,,- [ ] Chambers -Chambertin Grand Cru 2023 Philipe Pacalet x1,I0585,1,1,Chambers -Chambertin Grand Cru 2023 Philipe Pacalet x1,Chambers -Chambertin Grand Cru 2023 Philipe Pacalet,1,x1,
865,987,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,,,,,,,,,BALDA 7,,,,,,,,
866,988,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
867,989,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 1,,True,Chambolle Musigny 1er Cru 2022 “Les Hauts Doix” Lucien Le Moine x1,Chambolle Musigny 1er Cru 2022 “Les Hauts Doix” Lucien Le Moine,1,x1,,- [ ] Chambolle Musigny 1er Cru 2022 “Les Hauts Doix” Lucien Le Moine x1,I0586,1,1,Chambolle Musigny 1er Cru 2022 “Les Hauts Doix” Lucien Le Moine x1,Chambolle Musigny 1er Cru 2022 “Les Hauts Doix” Lucien Le Moine,1,x1,
868,990,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 2,,,,,,,,Línea 2,,,,,,,,
869,991,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 2,,True,Cos D’ Estournel Saint-Estephe 2020 x1,Cos D’ Estournel Saint-Estephe 2020,1,x1,,- [ ] Cos D’ Estournel Saint-Estephe 2020 x1,I0587,1,1,Cos D’ Estournel Saint-Estephe 2020 x1,Cos D’ Estournel Saint-Estephe 2020,1,x1,
870,992,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 3,,,,,,,,Línea 3 ,,,,,,,,
871,993,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 3,,True,Chateu Belair Monange Primer Grand Cru Classe Saint- Emilion 2017 x1,Chateu Belair Monange Primer Grand Cru Classe Saint- Emilion 2017,1,x1,,- [ ] Chateu Belair Monange Primer Grand Cru Classe Saint- Emilion 2017 x1,I0588,1,1,Chateu Belair Monange Primer Grand Cru Classe Saint- Emilion 2017 x1,Chateu Belair Monange Primer Grand Cru Classe Saint- Emilion 2017,1,x1,
872,994,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 4,,,,,,,,Línea 4,,,,,,,,
873,995,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 4,,True,Recolte 2010 Grand Vin de Leoville du Marquis de Las Cases Saint Julien- Medoc x1,Recolte 2010 Grand Vin de Leoville du Marquis de Las Cases Saint Julien- Medoc,1,x1,,- [ ] Recolte 2010 Grand Vin de Leoville du Marquis de Las Cases Saint Julien- Medoc x1,I0589,1,1,Recolte 2010 Grand Vin de Leoville du Marquis de Las Cases Saint Julien- Medoc x1,Recolte 2010 Grand Vin de Leoville du Marquis de Las Cases Saint Julien- Medoc,1,x1,
874,996,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 5,,,,,,,,Línea 5,,,,,,,,
875,997,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 7,Línea 5,,True,Recolte 2021Grand Vin de Leoville du Marquis de Las Cases Saint Julien- x1,Recolte 2021Grand Vin de Leoville du Marquis de Las Cases Saint Julien-,1,x1,,- [ ] Recolte 2021Grand Vin de Leoville du Marquis de Las Cases Saint Julien- x1,I0590,1,1,Recolte 2021Grand Vin de Leoville du Marquis de Las Cases Saint Julien- x1,Recolte 2021Grand Vin de Leoville du Marquis de Las Cases Saint Julien-,1,x1,
876,999,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,,,,,,,,,BALDA 8,,,,,,,,
877,1000,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Linea 1,,,,,,,,Linea 1,,,,,,,,
878,1001,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Linea 1,,True,Chambolle- Musigny La combe D’Orveau 2022 Domaine Jean Grivot x1,Chambolle- Musigny La combe D’Orveau 2022 Domaine Jean Grivot,1,x1,,- [ ] Chambolle- Musigny La combe D’Orveau 2022 Domaine Jean Grivot x1,I0591,1,1,Chambolle- Musigny La combe D’Orveau 2022 Domaine Jean Grivot x1,Chambolle- Musigny La combe D’Orveau 2022 Domaine Jean Grivot,1,x1,
879,1002,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Línea 2,,,,,,,,Línea 2,,,,,,,,
880,1003,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Línea 2,,True,Richebourg Grand Cru 2022 Domaine Jean Grivot x1,Richebourg Grand Cru 2022 Domaine Jean Grivot,1,x1,,- [ ] Richebourg Grand Cru 2022 Domaine Jean Grivot x1,I0592,1,1,Richebourg Grand Cru 2022 Domaine Jean Grivot x1,Richebourg Grand Cru 2022 Domaine Jean Grivot,1,x1,
881,1004,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Línea 3,,,,,,,,Línea 3 ,,,,,,,,
882,1005,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Línea 3,,True,Echezaux Grand Cru  2022 Domaine Jean Grivot x1,Echezaux Grand Cru  2022 Domaine Jean Grivot,1,x1,,- [ ] Echezaux Grand Cru  2022 Domaine Jean Grivot x1 ,I0593,1,1,Echezaux Grand Cru  2022 Domaine Jean Grivot x1,Echezaux Grand Cru  2022 Domaine Jean Grivot,1,x1,
883,1006,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Linea 4,,,,,,,,Linea 4,,,,,,,,
